GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG
57718	58623159	3775	22.635	0.001	44.17074	-103.368192
57719	428221646	3560418	165.337	1.375	44.232442	-102.976094
57720	3354972537	10565195	1295.362	4.079	45.575865	-103.657033
57722	1239032973	1449062	478.393	0.559	43.456289	-102.921098
57724	848647369	1241788	327.665	0.479	45.645373	-104.023825
57725	299394647	62740	115.597	0.024	43.932032	-102.7919
57730	1382944604	1465359	533.958	0.566	43.720812	-103.641917
57732	299095802	31749	115.482	0.012	44.274835	-103.776172
57735	2376737449	1763389	917.663	0.681	43.290788	-103.849566
57738	387611007	685495	149.657	0.265	43.634491	-103.123812
57741	4565350	0	1.763	0.	44.404969	-103.466634
57744	1302223712	2741365	502.791	1.058	43.782636	-103.045941
57745	951107998	1448501	367.225	0.559	44.01924	-103.778602
57747	1144745092	20518845	441.989	7.922	43.384853	-103.52724
57748	1012661044	6824111	390.991	2.635	44.560666	-102.044535
57750	712688515	1518015	275.171	0.586	43.593792	-101.955547
57751	176657132	112797	68.208	0.044	43.914728	-103.504277
57752	1087519262	569771	419.894	0.22	43.452284	-102.17423
57754	610443747	4706	235.694	0.002	44.255434	-103.887569
57755	582402413	539490	224.867	0.208	45.868326	-103.347178
57756	342345292	70819	132.18	0.027	43.236872	-102.493787
57758	1348259861	4227302	520.566	1.632	45.019352	-102.905838
57759	151114395	23816	58.346	0.009	44.235049	-103.546691
57760	3079928034	10969694	1189.167	4.235	45.00595	-103.300757
57761	1387302575	3214695	535.641	1.241	44.227139	-102.738533
57762	274091957	850549	105.828	0.328	44.753351	-103.619692
57763	1069835193	1348516	413.066	0.521	43.11135	-103.251934
57764	911032886	2544099	351.752	0.982	43.183211	-102.837949
57766	331384803	507876	127.948	0.196	43.39762	-103.197804
57767	405465285	27752	156.551	0.011	44.136748	-102.571112
57769	328254949	534783	126.74	0.206	44.247	-103.287046
57770	516974800	624322	199.605	0.241	43.057997	-102.589621
57772	1273134322	658705	491.56	0.254	43.533576	-102.592891
57773	29011798	0	11.202	0.	43.592114	-103.568147
57775	825510444	4184472	318.731	1.616	44.101964	-102.02895
57776	322088664	961695	124.359	0.371	45.25784	-103.488705
57779	102605606	109306	39.616	0.042	44.563773	-103.755322
57780	847181853	1995362	327.099	0.77	43.780265	-102.510542
57782	327029172	179766	126.267	0.069	43.295308	-103.13667
57783	608383953	416853	234.898	0.161	44.47414	-103.918256
57785	1544524169	5239729	596.344	2.023	44.427299	-103.132155
57787	1521447231	2376859	587.434	0.918	44.685904	-102.650253
57788	554526697	1326362	214.104	0.512	44.616964	-103.204941
57790	1922527376	8122547	742.292	3.136	44.082083	-102.217198
57791	531097472	3560732	205.058	1.375	44.21379	-102.462306
57792	633682511	802462	244.666	0.31	44.509323	-102.397534
57793	382717230	214883	147.768	0.083	44.525287	-103.578811
57794	130657611	0	50.447	0.	43.124034	-102.394843
57799	359672	0	0.139	0.	44.498722	-103.872415
58001	624479	0	0.241	0.	46.445185	-96.719993
58002	9024329	40362	3.484	0.016	46.97109	-97.397242
58004	147578830	20672	56.981	0.008	47.026475	-97.270723
58005	259377516	0	100.146	0.	47.052891	-96.950886
58006	159942827	0	61.754	0.	47.101562	-97.209796
58007	126166966	0	48.713	0.	47.024361	-97.468653
58008	141669868	0	54.699	0.	46.309281	-97.000547
58009	114821209	0	44.333	0.	47.327689	-97.246559
58011	287311345	121857	110.932	0.047	46.91875	-97.539887
58012	174245378	335241	67.277	0.129	46.941686	-97.168331
58013	191887901	5805789	74.088	2.242	46.057851	-97.353266
58015	50454630	0	19.481	0.	46.595255	-96.816487
58016	180011881	0	69.503	0.	47.367125	-97.461755
58017	497203684	833080	191.971	0.322	46.043361	-97.851471
58018	186467257	0	71.995	0.	46.435977	-96.896504
58021	167744291	5558	64.766	0.002	46.736143	-97.082125
58027	473032397	3184944	182.639	1.23	46.633021	-97.607934
58029	107772546	465987	41.611	0.18	47.119604	-97.403783
58030	330451862	0	127.588	0.	46.030059	-96.670069
58031	413443499	1404863	159.631	0.542	46.767684	-97.671491
58032	263750619	847462	101.835	0.327	46.065094	-97.642819
58033	342597448	201430	132.278	0.078	46.4347	-97.91956
58035	238444598	388086	92.064	0.15	47.253416	-97.430516
58036	192080542	0	74.163	0.	47.155566	-96.948156
58038	223897394	0	86.447	0.	47.245107	-96.995775
58040	208970388	2286931	80.684	0.883	46.189495	-97.685
58041	521050693	10660465	201.179	4.116	46.047905	-96.918364
58042	111350495	293338	42.993	0.113	46.970891	-96.956035
58043	150682772	1701000	58.179	0.657	45.97358	-97.545003
58045	526775378	1068276	203.389	0.412	47.388882	-97.016318
58046	592572398	1116523	228.793	0.431	47.328137	-97.724488
58047	181098102	180822	69.922	0.07	46.724261	-96.872756
58048	285666974	200218	110.297	0.077	47.198821	-97.223655
58049	342658888	1757756	132.301	0.679	46.650738	-98.008073
58051	285035290	9716	110.053	0.004	46.636833	-97.021501
58052	393144042	161000	151.794	0.062	46.63462	-97.279569
58053	577031342	14946251	222.793	5.771	46.052505	-97.18054
58054	750794074	969009	289.883	0.374	46.416881	-97.668722
58056	245243595	6828726	94.689	2.637	47.231351	-97.929394
58057	233242528	0	90.055	0.	46.424475	-97.257276
58058	48611439	0	18.769	0.	46.182543	-96.963366
58059	317437463	369741	122.563	0.143	46.850628	-97.125872
58060	623430026	6587977	240.708	2.544	46.264126	-97.415599
58061	157322322	145185	60.742	0.056	46.278946	-96.902058
58062	144924440	141331	55.956	0.055	46.637435	-97.818823
58063	317885997	265691	122.736	0.103	46.959034	-97.797584
58064	408519806	331970	157.73	0.128	47.144741	-97.610872
58065	53179532	0	20.533	0.	47.186168	-97.760507
58067	146376659	927413	56.516	0.358	46.070822	-97.469354
58068	291426996	1442545	112.521	0.557	46.528872	-97.375093
58069	151520295	728521	58.502	0.281	46.243089	-97.839604
58071	272039854	17264	105.035	0.007	46.950789	-97.671354
58072	819790078	8635532	316.523	3.334	46.925717	-98.006833
58075	645020309	374699	249.044	0.145	46.275536	-96.730394
58076	96571	0	0.037	0.	46.272827	-96.607584
58077	364118436	0	140.587	0.	46.524837	-96.97512
58078	101402635	1196623	39.152	0.462	46.8625	-96.924088
58079	345235153	445478	133.296	0.172	46.868239	-97.324941
58081	427656696	0	165.119	0.	46.310635	-97.141395
58102	80921587	128825	31.244	0.05	46.927094	-96.834703
58103	29281292	0	11.306	0.	46.85614	-96.822077
58104	74205559	0	28.651	0.	46.793235	-96.839689
58105	1484250	0	0.573	0.	46.895385	-96.807848
58201	182953200	548800	70.639	0.212	47.866638	-97.141144
58202	425963	5455	0.164	0.002	47.920759	-97.072208
58203	175505229	1077523	67.763	0.416	47.970477	-97.16549
58204	20644051	0	7.971	0.	47.955002	-97.386797
58205	417527	0	0.161	0.	47.951474	-97.378991
58210	394815162	7872898	152.439	3.04	48.405691	-98.111589
58212	522279767	3801679	201.653	1.468	47.708541	-98.000416
58214	178743984	0	69.013	0.	47.924547	-97.499701
58216	175998414	0	67.953	0.	48.881885	-97.43448
58218	318729056	80710	123.062	0.031	47.593867	-97.038395
58219	13895262	0	5.365	0.	47.477626	-96.878975
58220	447385688	1430548	172.737	0.552	48.796322	-97.719638
58222	210091511	23058	81.117	0.009	48.609947	-97.67869
58223	183069456	85373	70.684	0.033	47.505232	-97.037889
58224	30754848	0	11.875	0.	48.172338	-97.943628
58225	611501602	7512046	236.102	2.9	48.611238	-97.222779
58227	274196244	344641	105.868	0.133	48.549096	-97.892709
58228	270751910	328901	104.538	0.127	47.881016	-97.354647
58229	212118282	2446215	81.899	0.944	48.498485	-98.244323
58230	415919799	2302206	160.588	0.889	47.474136	-97.831611
58231	317544339	1231076	122.605	0.475	48.202239	-97.829398
58233	181909409	0	70.236	0.	48.226173	-97.525719
58235	227044781	0	87.662	0.	48.098989	-97.474761
58237	636338836	1232568	245.692	0.476	48.414207	-97.402876
58238	239964781	123290	92.651	0.048	48.782789	-97.392813
58239	235012699	5446300	90.739	2.103	48.919596	-98.684906
58240	389382395	2775376	150.341	1.072	47.635966	-97.48458
58241	126692721	0	48.916	0.	48.698421	-97.677426
58243	225768410	0	87.17	0.	48.512705	-97.680859
58244	148872797	34174	57.48	0.013	48.144067	-97.611693
58249	1051478452	9157836	405.978	3.536	48.822796	-98.326795
58250	236149285	2500969	91.178	0.966	48.267195	-98.000854
58251	509163627	980709	196.589	0.379	47.954294	-97.700238
58254	272648851	1532390	105.27	0.592	47.774007	-98.15
58256	235431016	1860902	90.9	0.718	48.084025	-97.200169
58257	313177360	0	120.918	0.	47.497296	-97.281831
58258	110403573	653759	42.627	0.252	48.015382	-97.351918
58259	431588196	18468349	166.637	7.131	48.025705	-98.12791
58260	331867130	551151	128.135	0.213	48.637588	-98.024787
58261	366604394	3694282	141.547	1.426	48.244895	-97.312762
58262	46327168	0	17.887	0.	48.682182	-97.876345
58265	227510788	65278	87.842	0.025	48.956085	-97.612143
58266	278664165	1664183	107.593	0.643	48.000939	-97.849975
58267	609764897	387425	235.432	0.15	47.751088	-97.638309
58269	200896725	677167	77.567	0.261	48.696182	-98.176865
58270	364814475	737111	140.856	0.285	48.393545	-97.783352
58271	260852087	2227434	100.716	0.86	48.912895	-97.289694
58272	314393844	3667017	121.388	1.416	48.016263	-97.981833
58273	168063716	0	64.89	0.	48.2961	-97.668546
58274	338373766	514454	130.647	0.199	47.491896	-97.488549
58275	266218979	99359	102.788	0.038	47.679374	-97.121138
58276	308737792	80944	119.204	0.031	48.638084	-97.46035
58277	225191450	599132	86.947	0.231	47.608381	-97.82331
58278	319675399	1053611	123.427	0.407	47.770093	-97.121502
58281	323546120	7117418	124.922	2.748	48.855839	-98.616489
58282	614695224	812739	237.335	0.314	48.911991	-97.94064
58301	629447616	187469405	243.031	72.382	48.142008	-98.87171
58311	285222144	3724058	110.125	1.438	48.657869	-98.58928
58316	305509436	14751444	117.958	5.696	48.824101	-99.777341
58317	354096397	2618062	136.717	1.011	48.605463	-99.373929
58318	740616133	31658765	285.953	12.224	48.858084	-100.397421
58321	318979839	14697281	123.159	5.675	48.200737	-98.344954
58323	148814265	1497885	57.458	0.578	48.855224	-98.885162
58324	632252968	11986622	244.114	4.628	48.479397	-99.220944
58325	277867129	36314357	107.285	14.021	48.290313	-99.148558
58327	410453143	39190529	158.477	15.132	48.100954	-98.594378
58329	596212506	38050768	230.199	14.691	48.873307	-100.079593
58330	435279462	4037120	168.062	1.559	48.449502	-98.459621
58331	264916782	6792478	102.285	2.623	48.638515	-99.090041
58332	546538052	20162907	211.02	7.785	48.044165	-99.772982
58335	76074747	6911795	29.373	2.669	47.986086	-99.022076
58338	205083142	4054762	79.183	1.566	48.537137	-98.624443
58339	80086467	871387	30.922	0.336	48.9144	-99.437868
58341	1187127198	18210141	458.352	7.031	47.782102	-99.844409
58343	165923603	5555992	64.063	2.145	48.303796	-99.729507
58344	539589083	12434239	208.337	4.801	48.027839	-98.341509
58345	355353896	11330477	137.203	4.375	48.306961	-98.366569
58346	534158351	20178135	206.24	7.791	48.287569	-99.427302
58348	665143604	7178648	256.813	2.772	47.971633	-99.521122
58351	453114316	7703683	174.948	2.974	48.099087	-99.278042
58352	565968832	19596533	218.522	7.566	48.710574	-98.872781
58353	226227443	5620131	87.347	2.17	48.634662	-99.596632
58355	114960976	1607271	44.387	0.621	48.590751	-98.36642
58356	752249563	3709739	290.445	1.432	47.678659	-99.085157
58357	305885448	14225928	118.103	5.493	47.94846	-99.238515
58361	339923203	4576578	131.245	1.767	47.752479	-98.339226
58362	83278130	631676	32.154	0.244	48.212202	-99.085481
58363	164963201	397073	63.693	0.153	48.755027	-99.447307
58365	767707282	13270099	296.413	5.124	48.859408	-99.252855
58366	639266199	24233988	246.822	9.357	48.653521	-99.874028
58367	328959994	2348628	127.012	0.907	48.870402	-99.580643
58368	1678451926	107301865	648.054	41.429	48.260871	-100.05322
58369	176859275	17225303	68.286	6.651	48.943639	-99.797109
58370	133149263	13787138	51.409	5.323	47.992664	-98.83956
58372	276764311	3058880	106.859	1.181	48.945191	-98.996927
58374	674153831	6866343	260.292	2.651	47.839573	-99.097658
58377	604152795	12867314	233.265	4.968	48.471646	-98.872965
58379	36051224	714161	13.919	0.276	47.896981	-98.823136
58380	444673288	25226761	171.689	9.74	47.825153	-98.501854
58381	392743370	28329050	151.639	10.938	47.825765	-98.748768
58382	344280937	12688299	132.928	4.899	48.318151	-98.778792
58384	1014879030	15121404	391.847	5.838	48.595867	-100.26556
58385	318658580	14511189	123.035	5.603	48.479841	-99.645501
58386	305877739	17598186	118.1	6.795	48.303584	-99.598866
58401	1093458988	20900551	422.187	8.07	46.884312	-98.766742
58402	446367	0	0.172	0.	46.880348	-98.687205
58405	118573	0	0.046	0.	46.915284	-98.699503
58413	1174000767	43473500	453.284	16.785	46.035752	-99.293167
58415	153548611	53520	59.285	0.021	46.373335	-98.489402
58416	445804332	9736111	172.126	3.759	47.532975	-98.338072
58418	555946684	11122335	214.652	4.294	47.421423	-99.638932
58420	420085146	17852778	162.196	6.893	47.061018	-98.85844
58421	1003331183	18926821	387.388	7.308	47.440419	-99.076593
58422	382782592	2887988	147.793	1.115	47.600221	-99.40523
58423	258147711	12901283	99.671	4.981	47.401106	-99.836299
58424	468248200	28258773	180.792	10.911	46.887392	-99.110206
58425	553984996	1836364	213.895	0.709	47.45637	-98.1247
58426	356094780	4130754	137.489	1.595	47.218524	-98.589253
58428	375025129	45621455	144.798	17.615	46.828446	-99.779666
58429	346703283	12107363	133.863	4.675	47.190187	-98.173983
58430	242167655	6598771	93.501	2.548	47.508825	-100.256876
58431	184236309	176143	71.134	0.068	46.511149	-98.470883
58433	797856309	1086312	308.054	0.419	46.372445	-98.707687
58436	822044792	1492913	317.393	0.576	46.089591	-98.581639
58438	385998265	5989098	149.035	2.312	47.666874	-99.602381
58439	374313148	2900849	144.523	1.12	45.977811	-98.830157
58440	598484019	8325673	231.076	3.215	46.253298	-99.163686
58441	378572226	1179361	146.168	0.455	46.175288	-98.368493
58442	572801794	12724403	221.16	4.913	46.553679	-99.179594
58443	260540228	2420522	100.595	0.935	47.4426	-98.68107
58444	479276502	22010579	185.05	8.498	47.494062	-100.129143
58445	142732726	4064648	55.109	1.569	47.5659	-98.809454
58448	378923104	1654356	146.303	0.639	47.305957	-98.225008
58451	339680985	11644017	131.152	4.496	47.450264	-99.971738
58452	4189432	0	1.618	0.	47.547759	-98.231235
58454	634476523	5062007	244.973	1.954	46.584322	-98.951788
58455	364719546	11702509	140.819	4.518	47.304908	-98.766798
58456	581850467	7155467	224.654	2.763	46.269812	-98.954727
58458	493652358	4701290	190.6	1.815	46.367944	-98.293849
58460	463986449	17106636	179.146	6.605	46.300472	-99.323727
58461	525088683	831577	202.738	0.321	46.652232	-98.1953
58463	1010578140	17730831	390.186	6.846	47.491985	-100.473402
58464	473724017	15400104	182.906	5.946	47.610726	-98.565277
58466	417200971	1126644	161.082	0.435	46.623799	-98.368908
58467	583070025	39183509	225.125	15.129	46.884858	-99.330649
58472	420912388	659962	162.515	0.255	46.638569	-98.650249
58474	982103639	7103515	379.192	2.743	46.100294	-98.127097
58475	366419262	29594888	141.475	11.427	47.179948	-99.555396
58476	624910457	21702468	241.279	8.379	47.200511	-99.011587
58477	342862379	1424614	132.38	0.55	47.218894	-100.504652
58478	386125761	25522410	149.084	9.854	47.175493	-99.749464
58479	164283387	9788780	63.43	3.779	47.092281	-98.182702
58480	331784020	9445539	128.103	3.647	46.957653	-98.259449
58481	352639238	9505980	136.155	3.67	46.927952	-98.428838
58482	603512189	29423654	233.017	11.361	46.853459	-99.899917
58483	413876817	24033116	159.799	9.279	46.646055	-99.407372
58484	153442217	963919	59.244	0.372	47.375996	-98.485054
58486	406174282	8265408	156.825	3.191	47.39136	-99.382027
58487	639201360	25886907	246.797	9.995	46.856767	-99.605672
58488	596866785	25670710	230.452	9.912	47.17896	-100.025613
58490	328695907	2202184	126.91	0.85	46.384285	-98.065943
58492	364685113	5034926	140.806	1.944	47.156398	-98.44132
58494	880511747	27780050	339.968	10.726	47.184778	-100.262723
58495	925519418	15052942	357.345	5.812	46.277793	-99.604874
58496	554141335	39557682	213.955	15.273	47.14646	-99.328693
58497	287635614	13490	111.057	0.005	46.765067	-98.549987
58501	62842628	165662	24.264	0.064	46.816013	-100.700327
58503	343994703	5219512	132.817	2.015	46.90412	-100.750302
58504	267812931	21551987	103.403	8.321	46.737575	-100.678377
58505	581762	0	0.225	0.	46.820212	-100.780917
58520	472571910	133985	182.461	0.052	46.67433	-101.566948
58521	392775385	2904554	151.651	1.121	47.012544	-100.692573
58523	677776801	38688675	261.691	14.938	47.257436	-101.779797
58524	279351543	595202	107.858	0.23	46.600122	-100.07366
58528	175204672	18820277	67.647	7.267	46.338619	-100.636812
58529	1148882590	675518	443.586	0.261	46.295012	-101.559699
58530	871285203	19144048	336.405	7.392	47.127782	-101.14292
58531	296637655	81321818	114.532	31.399	47.559899	-101.195647
58532	585997854	10164380	226.255	3.924	46.857587	-100.098298
58533	819059347	3967888	316.241	1.532	46.405842	-101.789702
58535	860420733	522193	332.21	0.202	46.501789	-101.247288
58538	456106112	68078586	176.104	26.285	46.109619	-100.689563
58540	1005241691	339005503	388.126	130.891	47.628881	-101.727334
58541	479039639	69006619	184.958	26.644	47.362625	-102.057829
58542	507273521	5000090	195.859	1.931	46.047071	-100.010126
58544	867601211	26923517	334.983	10.395	46.512194	-100.370811
58545	798058989	63231737	308.132	24.414	47.357925	-101.591236
58549	497048951	6874540	191.912	2.654	46.479847	-99.931962
58552	1416185976	34889758	546.792	13.471	46.244129	-100.287175
58554	1591348424	43097554	614.423	16.64	46.742723	-100.9353
58558	412940716	475785	159.437	0.184	46.829724	-100.498374
58559	412555835	17205930	159.289	6.643	47.489399	-100.728051
58560	245887945	21178045	94.938	8.177	46.678439	-100.265129
58561	856703679	9001146	330.775	3.475	46.48715	-99.682891
58562	755586337	9573917	291.734	3.697	46.37735	-101.996874
58563	1409994325	4271272	544.402	1.649	46.898984	-101.439257
58564	305983788	82502	118.141	0.032	46.266095	-101.344234
58565	7457722	338070	2.879	0.131	47.493482	-101.370899
58566	212109598	0	81.896	0.	46.583219	-100.925343
58568	1202833843	767558	464.417	0.296	46.087387	-101.045356
58569	361477883	104544	139.567	0.04	46.268099	-101.19937
58570	728890243	229343	281.426	0.089	46.381918	-100.887669
58571	301882028	6672766	116.557	2.576	47.281225	-101.401288
58572	448050047	875306	172.993	0.338	46.855479	-100.341459
58573	531000130	4061810	205.02	1.568	46.098273	-100.201007
58575	610612040	20173359	235.759	7.789	47.567272	-100.896029
58576	431909704	6871899	166.761	2.653	47.436851	-101.214174
58577	487065644	12732145	188.057	4.916	47.317785	-101.052327
58579	671730095	5473434	259.356	2.113	47.179421	-100.738366
58580	424701058	1598211	163.978	0.617	47.267551	-101.943298
58581	353575341	406433	136.516	0.157	46.035178	-99.774432
58601	1488401406	7234685	574.675	2.793	46.916872	-102.834258
58620	608003436	1842371	234.751	0.711	46.51132	-103.338306
58621	1038600956	1481767	401.006	0.572	47.088368	-103.930449
58622	1620564737	3583505	625.704	1.384	46.894005	-103.263285
58623	1508531995	7145285	582.447	2.759	46.185823	-103.431805
58625	260042319	616340	100.403	0.238	47.268133	-102.199765
58626	427771083	11569123	165.163	4.467	47.383027	-102.622965
58627	707094284	1040278	273.011	0.402	47.234399	-103.27265
58630	523154163	1345453	201.991	0.519	46.944101	-102.57856
58631	959303774	5679125	370.389	2.193	46.806833	-101.800922
58632	207345913	256524	80.057	0.099	46.665981	-103.965996
58634	1069137941	4353740	412.796	1.681	47.423095	-103.316291
58636	1119573634	49645952	432.27	19.168	47.379346	-102.367171
58638	901644230	2515594	348.127	0.971	46.96234	-102.06494
58639	1152509375	1476527	444.986	0.57	46.095007	-102.593657
58640	1127272368	5346721	435.242	2.064	47.453729	-102.906687
58641	182674698	101034	70.531	0.039	46.667877	-102.513912
58642	443185678	812093	171.115	0.314	47.20818	-102.8332
58643	761301405	3467401	293.94	1.339	46.330898	-103.944785
58645	1085152151	8251600	418.98	3.186	46.951005	-103.549653
58646	1450399587	2455163	560.002	0.948	46.392913	-102.287643
58647	1339636524	878636	517.237	0.339	46.518902	-102.936294
58649	667070673	757386	257.557	0.292	46.126274	-102.922871
58650	810901460	830700	313.091	0.321	46.441254	-102.585433
58651	1772379521	4250592	684.32	1.641	46.258081	-103.733249
58652	996363949	4547047	384.698	1.756	46.905856	-102.244208
58653	1056508150	7094256	407.92	2.739	46.097196	-103.130549
58654	1230840246	3250431	475.23	1.255	46.887259	-103.7949
58655	256570687	600975	99.063	0.232	46.771603	-103.03134
58656	473972236	1514654	183.002	0.585	46.943037	-102.458368
58701	571805583	8162905	220.775	3.152	48.144826	-101.326016
58702	12695	0	0.005	0.	48.232139	-101.293788
58703	415928182	2995265	160.591	1.156	48.334073	-101.306666
58704	4753830	251078	1.835	0.097	48.424722	-101.320944
58705	385419	0	0.149	0.	48.422342	-101.33391
58707	164804	0	0.064	0.	48.246217	-101.300515
58710	479122022	25665557	184.99	9.91	47.868061	-100.231091
58711	305513671	1085639	117.959	0.419	48.929575	-101.28909
58712	308392899	8206834	119.071	3.169	47.970973	-100.531684
58713	70143317	315914	27.082	0.122	48.538378	-100.581797
58716	183943115	3592952	71.021	1.387	47.804326	-101.067845
58718	1071299670	60716344	413.631	23.443	48.305559	-101.803517
58721	618983989	20833595	238.991	8.044	48.803109	-102.270619
58722	163053506	2079720	62.955	0.803	48.238173	-101.501497
58723	533246973	18987366	205.888	7.331	47.745887	-100.596246
58725	373947866	2432530	144.382	0.939	48.49549	-101.680009
58727	644807597	8337686	248.962	3.219	48.839871	-102.796829
58730	639271218	17381541	246.824	6.711	48.864883	-103.316671
58731	307219341	503932	118.618	0.195	48.436748	-100.984013
58733	241592450	8488583	93.279	3.277	48.175009	-101.587881
58734	487335571	10699782	188.161	4.131	48.513686	-101.935295
58735	513039256	12017789	198.086	4.64	47.870209	-101.48127
58736	416389075	21998422	160.769	8.494	47.930855	-100.396493
58737	354128638	5502075	136.73	2.124	48.915978	-102.382326
58740	432429876	583155	166.962	0.225	48.466399	-101.222222
58741	420153052	6105048	162.222	2.357	48.276849	-100.830762
58744	224102085	1854143	86.526	0.716	48.116546	-100.61532
58746	1132220280	23658690	437.153	9.135	48.713443	-102.094053
58748	309015264	17118564	119.311	6.61	48.681729	-100.654837
58750	573254078	8776046	221.335	3.388	48.610954	-101.397529
58752	174845661	1979546	67.508	0.764	48.829491	-102.579963
58755	230343140	1918287	88.936	0.741	48.625964	-102.950953
58756	230409827	3354976	88.962	1.295	47.970731	-101.814768
58757	957596734	134211144	369.73	51.819	47.686282	-102.555817
58758	286864900	9791286	110.759	3.78	47.782028	-100.101707
58759	599522258	8637356	231.477	3.335	47.855616	-101.238927
58760	392436608	962839	151.521	0.372	48.6973	-101.15762
58761	727683773	8942697	280.96	3.453	48.784372	-101.534814
58762	282682424	6003069	109.144	2.318	48.673209	-100.940087
58763	1341813736	272666551	518.077	105.277	47.990944	-102.564713
58765	415252610	5894115	160.33	2.276	48.873295	-103.042817
58768	202386020	204600	78.142	0.079	48.233235	-101.003629
58769	527731713	14651977	203.758	5.657	48.319778	-102.202711
58770	642915193	73413702	248.231	28.345	47.884344	-102.169646
58771	717226804	18686425	276.923	7.215	48.088309	-101.976214
58772	129469230	1058424	49.988	0.409	48.959575	-102.63371
58773	808660796	25503717	312.226	9.847	48.58258	-102.657837
58775	223232392	1284805	86.191	0.496	47.710059	-101.861201
58776	432430018	4070696	166.962	1.572	48.247805	-102.623232
58778	350910402	3609214	135.487	1.394	47.788281	-100.933992
58779	741675372	8205692	286.362	3.168	47.869388	-101.775409
58781	277745947	720493	107.238	0.278	48.015721	-101.132708
58782	491445201	701113	189.748	0.271	48.944346	-101.70467
58783	681580431	6426881	263.16	2.481	48.87979	-100.760464
58784	830813734	29923357	320.779	11.553	48.36436	-102.417701
58785	118803230	269989	45.87	0.104	48.307789	-101.089369
58787	272222956	9244959	105.106	3.569	48.756322	-101.813659
58788	1384599375	26204716	534.597	10.118	48.345799	-100.467754
58789	364515116	16648344	140.74	6.428	48.553182	-100.808895
58790	475846669	1525871	183.725	0.589	48.029571	-100.947714
58792	423254017	9656597	163.419	3.728	47.971228	-100.746785
58793	422747288	8884869	163.224	3.43	48.869225	-101.051028
58794	252463090	23253583	97.477	8.978	48.269945	-102.782184
58795	524126022	10674608	202.366	4.121	48.640375	-103.156753
58801	2153745719	91480616	831.566	35.321	48.215644	-103.749909
58830	767512584	10724625	296.338	4.141	48.611872	-103.461197
58831	858003870	6941526	331.277	2.68	47.799329	-103.658539
58833	220199219	6748618	85.019	2.606	48.887153	-103.520333
58835	591169594	24165121	228.252	9.33	47.772318	-103.430732
58838	643508930	18726437	248.46	7.23	47.769991	-103.900837
58843	554677672	41552971	214.162	16.044	48.23386	-103.37749
58844	608257005	14604808	234.849	5.639	48.887526	-103.749952
58845	667370969	22517265	257.673	8.694	48.641039	-103.917535
58847	506692722	108526	195.635	0.042	47.910892	-102.907792
58849	657097739	12492031	253.707	4.823	48.317528	-103.202925
58852	898836265	52482679	347.043	20.264	48.364287	-102.946753
58853	9721797	0	3.754	0.	48.07543	-103.836881
58854	1565821279	61343388	604.567	23.685	47.828372	-103.153255
58856	478143340	6497294	184.612	2.509	48.595028	-103.732864
59001	414235404	172047	159.937	0.066	45.530271	-109.549182
59002	169055233	163250	65.273	0.063	46.023079	-108.665979
59003	1765058118	94637	681.493	0.037	45.443146	-106.198283
59006	166990422	32428	64.475	0.013	45.92083	-108.08888
59007	149416468	20761	57.69	0.008	45.133818	-109.116327
59008	263502310	1985296	101.739	0.767	45.061752	-109.087777
59010	857302992	2039284	331.007	0.787	45.992528	-107.298731
59011	2425727304	10414924	936.579	4.021	45.924721	-109.948625
59012	667591571	139924	257.759	0.054	45.274927	-106.440183
59013	7789120	0	3.007	0.	45.45607	-109.087138
59014	1068516374	2406380	412.556	0.929	45.193914	-108.75967
59015	645683465	1403048	249.3	0.542	46.070201	-108.843697
59016	1023227369	176598	395.07	0.068	45.392677	-106.947306
59018	541837038	125414	209.204	0.048	45.856895	-110.538014
59019	881899643	9351350	340.503	3.611	45.651783	-109.217531
59020	606785617	7797627	234.281	3.011	45.108043	-110.10062
59022	428751255	187696	165.542	0.072	45.537869	-107.287695
59024	1298185633	10988159	501.232	4.243	46.278426	-107.807114
59025	1174360500	8884429	453.423	3.43	45.114336	-106.658059
59026	53217177	500740	20.547	0.193	45.485469	-108.78448
59027	558422078	3010677	215.608	1.162	45.244118	-110.910483
59028	568278373	3144715	219.414	1.214	45.30247	-109.713736
59029	262358981	1735816	101.297	0.67	45.407971	-108.79881
59030	1254365221	2681993	484.313	1.036	45.104434	-110.519042
59031	181880691	19814	70.225	0.008	45.502704	-107.414975
59032	1093484575	1651942	422.197	0.638	47.024587	-108.7028
59033	198604343	3947253	76.682	1.524	45.729131	-109.707454
59034	1979082579	14281873	764.128	5.514	45.697037	-107.694239
59035	195425024	1383257	75.454	0.534	45.282975	-107.96319
59036	1464978633	516085	565.631	0.199	46.480275	-109.933967
59037	487477040	2272795	188.216	0.878	45.823982	-108.24223
59038	2262868103	15431215	873.698	5.958	46.203822	-107.20961
59039	1127717904	1752848	435.414	0.677	46.686774	-107.291122
59041	508386789	3774473	196.289	1.457	45.522024	-108.991456
59043	1056696726	176922	407.993	0.068	45.550795	-106.676407
59044	459567809	6178260	177.44	2.385	45.630132	-108.728496
59046	1446801264	2317893	558.613	0.895	46.398482	-109.015696
59047	2319459606	8658246	895.548	3.343	45.547444	-110.570844
59050	1588961637	2589577	613.502	1.	45.252966	-107.547277
59052	1799026786	3809649	694.608	1.471	45.465798	-110.145521
